Date,Prices, Generation forecast, System load forecast
2011-01-09 00:00:00,41.7958363289408,68459.0039465295,67815.8144253641
2011-01-09 01:00:00,41.7716275354616,68453.7821695275,67801.3950563431
2011-01-09 02:00:00,41.7477823892416,68448.6371440617,67787.1489292295
2011-01-09 03:00:00,41.7243101796036,68443.5693853437,67773.0771933875
2011-01-09 04:00:00,41.7012207944862,68438.5794221148,67759.1810116728
2011-01-09 05:00:00,41.6785234840878,68433.6678011512,67745.461554087
2011-01-09 06:00:00,41.6562269042761,68428.8350741393,67731.92001631
2011-01-09 07:00:00,41.6343392342369,68424.0818028425,67718.5576002259
2011-01-09 08:00:00,41.6128684841233,68419.4085778604,67705.3754995686
2011-01-09 09:00:00,41.5918221755006,68414.8160315152,67692.3749230325
2011-01-09 10:00:00,41.5712058028555,68410.304810611,67679.5571532209
2011-01-09 11:00:00,41.5510237437448,68405.87558131,67666.92349135
2011-01-09 12:00:00,41.5312824038533,68401.5290246814,67654.4752249597
2011-01-09 13:00:00,41.511988418665,68397.2658500914,67642.2136381747
2011-01-09 14:00:00,41.4931475153724,68393.0867779684,67630.1400200019
2011-01-09 15:00:00,41.474764716266,68388.9925484346,67618.2556605256
2011-01-09 16:00:00,41.4568457549762,68384.9838956662,67606.5618438803
2011-01-09 17:00:00,41.4393963899344,68381.061546539,67595.0598444936
2011-01-09 18:00:00,41.4224221129895,68377.2262126353,67583.7509225148
2011-01-09 19:00:00,41.4059283966011,68373.4785984337,67572.6363247226
2011-01-09 20:00:00,41.3899209293372,68369.8194055525,67561.7172893411
2011-01-09 21:00:00,41.374405574207,68366.2493346231,67550.9950553431
2011-01-09 22:00:00,41.3593884158779,68362.769089242,67540.4708618022
2011-01-09 23:00:00,41.3448756339631,68359.3793927093,67530.1459440312
2011-01-10 00:00:00,41.3308731875896,68356.0809906504,67520.0215298055
2011-01-10 01:00:00,41.3173862925762,68352.8746330236,67510.0988441698
2011-01-10 02:00:00,41.3044195166772,68349.7610652082,67500.3791118512
2011-01-10 03:00:00,41.2919775070592,68346.7410145104,67490.8635560099
2011-01-10 04:00:00,41.2800650381462,68343.8152045905,67481.5533993905
2011-01-10 05:00:00,41.2686868257928,68340.9843626289,67472.4498644815
2011-01-10 06:00:00,41.2578472390061,68338.2492163114,67463.5541717088
2011-01-10 07:00:00,41.2475499485282,68335.6104916006,67454.8675360762
2011-01-10 08:00:00,41.2377984189113,68333.0689138824,67446.3911642142
2011-01-10 09:00:00,41.2285961753147,68330.6252050668,67438.1262486004
2011-01-10 10:00:00,41.2199467662767,68328.2800834113,67430.0739764786
2011-01-10 11:00:00,41.2118537521809,68326.0342657033,67422.235525934
2011-01-10 12:00:00,41.2043206926296,68323.8884687189,67414.6120672994
2011-01-10 13:00:00,41.1973510398279,68321.8434148064,67407.2047681293
2011-01-10 14:00:00,41.1909482692834,68319.899823842,67400.0147953622
2011-01-10 15:00:00,41.1851157867259,68318.0584121265,67393.0433148918
2011-01-10 16:00:00,41.1798570057556,68316.3198917037,67386.2914909572
2011-01-10 17:00:00,41.1751753302398,68314.6849719405,67379.7604820266
2011-01-10 18:00:00,41.1710741554062,68313.1543618473,67373.4514443686
2011-01-10 19:00:00,41.1675568661505,68311.7287814101,67367.3655328525
2011-01-10 20:00:00,41.1646269274876,68310.4089510242,67361.5038971257
2011-01-10 21:00:00,41.1622880193572,68309.1955880685,67355.8676761897
2011-01-10 22:00:00,41.1605439911735,68308.0894010371,67350.4580063827
2011-01-10 23:00:00,41.1593983276343,68307.0910860903,67345.2760240964
2011-01-11 00:00:00,41.1588538714286,68306.2013322514,67340.3228652159
2011-01-11 01:00:00,41.1589138648826,68305.4208247557,67335.5996537247
2011-01-11 02:00:00,41.1595819769463,68304.7502362808,67331.1075064127
2011-01-11 03:00:00,41.1608619590189,68304.1902263925,67326.8475205961
2011-01-11 04:00:00,41.1627565475884,68303.7414331599,67322.8207727286
2011-01-11 05:00:00,41.165267809385,68303.4044838068,67319.0283096722
2011-01-11 06:00:00,41.168397764492,68303.1799947197,67315.4711254526
2011-01-11 07:00:00,41.172148417776,68303.0685719851,67312.150184497
2011-01-11 08:00:00,41.176522429863,68303.0708113325,67309.0664026245
2011-01-11 09:00:00,41.1815224895941,68303.187288636,67306.2206710535
2011-01-11 10:00:00,41.1871512661839,68303.4185574765,67303.613869646
2011-01-11 11:00:00,41.1934114481335,68303.7651374586,67301.2468623324
2011-01-11 12:00:00,41.2003057276396,68304.2275387959,67299.1204994123
2011-01-11 13:00:00,41.2078367141834,68304.8062635617,67297.2356177503
2011-01-11 14:00:00,41.2160066269105,68305.5018023585,67295.5930264216
2011-01-11 15:00:00,41.2248173647311,68306.3146247654,67294.1935250184
2011-01-11 16:00:00,41.2342709421906,68307.2451789176,67293.0379103298
2011-01-11 17:00:00,41.2443702939394,68308.293900192,67292.1269734507
2011-01-11 18:00:00,41.2551195040202,68309.4612060469,67291.4614994494
2011-01-11 19:00:00,41.2665232148122,68310.7475046788,67291.0422719344
2011-01-11 20:00:00,41.2785862432188,68312.1531936811,67290.8700634331
2011-01-11 21:00:00,41.2913133084835,68313.6786407526,67290.9456395887
2011-01-11 22:00:00,41.3047092527034,68315.3241767647,67291.2697635224
2011-01-11 23:00:00,41.3187792985046,68317.0901149328,67291.8431915152
2011-01-12 00:00:00,41.3335285107353,68318.9767371688,67292.6666594957
2011-01-12 01:00:00,41.3489614810493,68320.9842972133,67293.7408759586
2011-01-12 02:00:00,41.3650822068664,68323.1130245204,67295.0665336388
2011-01-12 03:00:00,41.3818945275318,68325.3631087384,67296.6442802227
2011-01-12 04:00:00,41.3994025171774,68327.7347193508,67298.4747180427
2011-01-12 05:00:00,41.4176101745366,68330.2279858471,67300.5584274548
2011-01-12 06:00:00,41.4365212875431,68332.8429982201,67302.8959566582
2011-01-12 07:00:00,41.4561392098416,68335.5798048663,67305.4878295969
2011-01-12 08:00:00,41.4764669763206,68338.4383797875,67308.3345996164
2011-01-12 09:00:00,41.4975073978424,68341.4186617669,67311.4368113724
2011-01-12 10:00:00,41.5192629576189,68344.5205991082,67314.7950117376
2011-01-12 11:00:00,41.5417357465082,68347.7441478321,67318.4097306115
2011-01-12 12:00:00,41.5649276954941,68351.0892418238,67322.2814664343
2011-01-12 13:00:00,41.5888411657376,68354.5557834584,67326.4106846354
2011-01-12 14:00:00,41.6134788377333,68358.1436373619,67330.7978170528
2011-01-12 15:00:00,41.6388435573292,68361.8526536085,67335.443275798
2011-01-12 16:00:00,41.6649377282454,68365.6827090887,67340.3474527287
2011-01-12 17:00:00,41.6917633709874,68369.6337089687,67345.5106925216
2011-01-12 18:00:00,41.7193223276038,68373.7055578556,67350.9333177225
2011-01-12 19:00:00,41.7476162353285,68377.8981546609,67356.6156366051
2011-01-12 20:00:00,41.7766466315428,68382.2113835353,67362.5579399701
2011-01-12 21:00:00,41.8064152710034,68386.6451232896,67368.7605011747
2011-01-12 22:00:00,41.8369234639179,68391.1992475635,67375.2235665954
2011-01-12 23:00:00,41.8681725526314,68395.8736196349,67381.9473538958
2011-01-13 00:00:00,41.9001639270348,68400.6680970918,67388.9320455868
2011-01-13 01:00:00,41.932898679739,68405.5825341633,67396.177774519
2011-01-13 02:00:00,41.9663767766486,68410.616781834,67403.6846403301
2011-01-13 03:00:00,42.0005977923189,68415.7706832391,67411.4527137193
2011-01-13 04:00:00,42.035560863491,68421.0440757996,67419.4820330027
2011-01-13 05:00:00,42.071264988146,68426.4367807036,67427.7726135077
2011-01-13 06:00:00,42.1077089627651,68431.9486020007,67436.3244595251
2011-01-13 07:00:00,42.1448914153064,68437.5793388159,67445.1375519779
2011-01-13 08:00:00,42.1828105612472,68443.3287846242,67454.2118220019
2011-01-13 09:00:00,42.2214643801275,68449.1967233107,67463.5471712987
2011-01-13 10:00:00,42.2608509588234,68455.1829291151,67473.1434693328
2011-01-13 11:00:00,42.3009686596246,68461.2871621652,67483.0005728396
2011-01-13 12:00:00,42.3418150031,68467.5091753666,67493.1183233332
2011-01-13 13:00:00,42.3833877978933,68473.8487068626,67503.4965490121
2011-01-13 14:00:00,42.4256852898492,68480.3054913256,67514.1350421137
2011-01-13 15:00:00,42.4687058103378,68486.8792633167,67525.0335715706
2011-01-13 16:00:00,42.5124478880225,68493.5697567385,67536.1918976649
2011-01-13 17:00:00,42.5569104303215,68500.3767033075,67547.6097711911
2011-01-13 18:00:00,42.6020921960393,68507.2998228884,67559.2869138333
2011-01-13 19:00:00,42.6479914193159,68514.3388166374,67571.223005958
2011-01-13 20:00:00,42.6946059193442,68521.4933754144,67583.4177091911
2011-01-13 21:00:00,42.7419340239291,68528.7631832358,67595.8706640707
2011-01-13 22:00:00,42.7899764255331,68536.1478997737,67608.5814853848
2011-01-13 23:00:00,42.8387349892837,68543.6471623652,67621.5497675524
2011-01-14 00:00:00,42.8882109774363,68551.260599955,67634.7750601181
2011-01-14 01:00:00,42.9384055275554,68558.987838661,67648.2568703602
2011-01-14 02:00:00,42.9893202055988,68566.8285022289,67661.9946905506
2011-01-14 03:00:00,43.0409568610846,68574.7822119075,67675.987989514
